case_id,surveytime,module_end,scales_first,self_first,condition,sex_submit,sex_clicks,gender_submit,gender_clicks,firstord_submit,firstord_clicks,thirdord_submit,thirdord_clicks,natenviy,natcrimy,nateducy,natarmsy,natsci,natfarey,discaffm,posslqy,wrkstat_fulltime,wrkstat_parttime,wrkstat_notatwork,wrkstat_unemployed,wrkstat_retired,wrkstat_school,wrkstat_keephouse,wrkstat_other,wrkstat_other_text,weekswrk,fear_sa,fear_ipv,fear_aqnt,fear_strn,fear_murd,protect_alarm,protect_firearm,protect_knife,protect_mace,protect_taser,protect_whistle,protect_other,protect_other_text,protect_none,viol_throw,viol_push,viol_hit,viol_hitobj,viol_burn,viol_sa,viol_chokedrown,viol_knifegun,viol_stabshot,viol_none,perp_stranger,perp_school,perp_work,perp_neighbor,perp_friend,perp_relative,perp_lover,perp_partner,perp_other,perp_other_text,class,finalter,hispanic_binary,hispanic_detail,hispanic_other_text,white,black,amerind,asianind,chinese,filipino,japanese,korean,vietnamese,otherasian,hawaiian,guamcham,samoan,pacisland,otherrace,otherrace_text,discaff,marhomo,happy,health,mntlhlth,prtypref,prtypref_other_text,polviews,born,parborn,granborn,grade,diploma,coldegree,coldegree_type,earnrs,income06,dwelown,dwelown_other_text,cohort,firstord_fem,firstord_masc,thirdord_fem,thirdord_masc,sex,gender,gender_other_text,arrest,lockedup,rhhwork,famfinan,earnshh,cutahead,volchrty,givchrty,helpaway,carried,talkedto,hrdshp1,hrdshp4,hrdshp5,hrdshp7,partners,sexfreq,sexornt,sexsex18,cisgender,female,male,woman,man,gnlh,trans_direct,trans_indirect,polar1,polar3,crossgen1,crossgen3,notconven1,notconven3,married,fear_avg,protect_count,viol_count,race_count,race_detail,race_gss,goodhealth,health_3cat,educ,inc_cont,age,region_census,region_gss
1228,408,yes,yes,yes,5,4.697,1,4.1690001,1,4.1430001,2,4.895,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too little,Spending too little,somewhat likely,not living with spouse/partner,no,yes,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,NA,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,...,very likely,Strongly agree,Very happy,Good,0,Democrat,,Liberal,yes,yes,yes,12th,yes,yes,Bachelor's,4,"$60,000-74,999",Own/buying,,1991,Not at all,Very,Not at all,Very,Male,Man,,yes,no,1,Keep money separate,I have a much higher income,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once a month,Yes,No,No,No,4,4 or more times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,2,Multiracial,Another race(s),good/excellent,good,16,6.75,23,Middle Atlantic,Northeast
1229,453,no,yes,yes,1,3.8039999,1,2.9430001,1,6.6890001,2,4.5770001,2,Spending too little,Spending too much,Spending too much,Spending too much,Spending too little,Spending too little,not very likely,married and living with spouse,no,yes,no,no,no,yes,yes,no,,12,Not at all afraid,Not at all afraid,Not at all afraid,3,3,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Neither agree nor disagree,Very happy,Good,0,Independent,,Moderate,yes,yes,yes,12th,yes,yes,Graduate or Professional,1,"$10,000-12,499",Own/buying,,1971,1,5,Not at all,5,Male,Man,,yes,yes,10,"I manage money, give to spouse/partner",I have a much higher income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Yes,Yes,Yes,No,1,4 or more times a week,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,4,5,SR conforming,RA conforming,SR conforming,RA conforming,yes,1.2,0,0,1,White,White,good/excellent,good,20,1.125,43,South Atlantic,South
1230,377,no,no,yes,3,0,0,0,0,0,0,0,0,Spending too little,Spending too much,Spending too little,Spending too little,Spending too little,Spending too little,very likely,not living with spouse/partner,no,no,no,yes,no,no,no,no,,20,Very afraid,4,4,5,Very afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Agree,Pretty happy,Fair,12,Democrat,,Liberal,yes,yes,,12th,yes,no,,1,"$20,000-22,499",Paying rent,,1994,4,1,4,1,Female,Woman,,no,no,0,Keep money separate,Spouse/partner has higher income,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,N/A,N/A,N/A,N/A,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,no,5,0,0,1,White,White,fair/poor,fair/poor,12,2.125,20,South Atlantic,South
1231,327,no,yes,yes,1,2.0510001,1,2.0929999,2,6.277,4,4.8569999,3,Spending too much,Spending too much,Spending too little,Spending too little,Spending too little,Spending too little,very likely,not living with spouse/partner,no,yes,no,no,no,yes,no,no,,0,4,Not at all afraid,1,4,3,yes,no,no,yes,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,1,Democrat,,Slightly liberal,yes,no,no,12th,yes,no,,4,"$50,000-59,999",Own/buying,,1990,Very,Not at all,4,Not at all,Female,Woman,,no,no,4,Pool the money,I have a much higher income,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,Not at all in past year,Yes,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,4,SR conforming,RA conforming,SR conforming,RA conforming,no,2.4000001,2,0,1,Other Asian,Another race(s),good/excellent,good,12,5.5,24,Pacific,West
1232,921,no,no,yes,3,4.0900002,1,2.494,1,11.489,4,4.8860002,2,Spending too little,Spending too little,Spending too little,Spending the right amount,Spending too much,Spending too little,not very likely,married and living with spouse,no,yes,no,no,no,no,no,no,,48,1,Not at all afraid,1,1,1,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,0,Independent,,Moderate,no,no,no,12th,yes,yes,Bachelor's,2,"$50,000-59,999",Paying rent,,1982,3,Not at all,3,Not at all,Female,Woman,,no,no,2,Pool the money,We have about the same income,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,,,,,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,.80000001,0,0,1,Korean,Another race(s),good/excellent,good,16,5.5,32,Middle Atlantic,Northeast
1233,360,no,yes,no,2,3.938,1,2.572,1,7.0250001,2,9.5059996,2,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending too little,not very likely,no partner,no,no,no,yes,no,no,no,no,,16,Not at all afraid,Not at all afraid,1,1,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Not too happy,Fair,28,Independent,,Liberal,yes,yes,yes,12th,yes,no,,3,"$75,000-89,999",Own/buying,,1987,1,3,1,4,Male,Man,,yes,no,2,,,At least once in the past year,Not at all in past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once a month,N/A,No,Yes,No,1,Once or twice,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,2,3,SR conforming,RA conforming,SR conforming,RA conforming,no,.40000001,0,0,1,White,White,fair/poor,fair/poor,12,8.25,27,West North Central,Midwest
1234,728,no,yes,yes,1,5.0110002,1,3.8670001,1,11.892,2,6.7969999,2,Spending too much,Spending too little,Spending too little,Spending the right amount,Spending too little,Spending too little,not very likely,married and living with spouse,no,no,no,no,no,no,yes,no,,0,5,Not at all afraid,Not at all afraid,5,5,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Neither agree nor disagree,Not too happy,Fair,10,Republican,,Conservative,yes,yes,no,12th,yes,no,,2,"$60,000-74,999",Paying rent,,1969,Very,Not at all,Very,Not at all,Female,Woman,,no,no,21,Pool the money,Spouse/partner has much higher income,At least once a month,At least once a month,At least once a month,At least once in the past year,At least once in the past year,At least once a week,Yes,Yes,No,No,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,Very polar,Very polar,SR conforming,RA conforming,SR conforming,RA conforming,yes,3,0,0,1,White,White,fair/poor,fair/poor,12,6.75,45,South Atlantic,South
1235,415,no,yes,no,2,8.059,1,5.5040002,2,8.1630001,2,8.4680004,2,Spending the right amount,Spending the right amount,Spending too little,Spending the right amount,Spending too little,Spending too little,somewhat likely,married and living with spouse,no,yes,no,no,no,no,yes,no,,52,1,Not at all afraid,1,3,Very afraid,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Good,0,Independent,,Moderate,yes,yes,yes,12th,yes,no,,2,"$30,000-34,999",Paying rent,,1987,5,2,5,2,Female,Woman,,no,no,10,"I manage money, give to spouse/partner",I have no income,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,Not at all in past year,At least once in the past year,Yes,Yes,No,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,2.2,1,0,1,White,White,good/excellent,good,12,3.25,27,East South Central,South
1236,334,no,no,no,4,2.802,1,2.1570001,1,4.3779998,2,8.9910002,3,Spending too much,Spending too much,Spending too much,Spending too much,Spending too much,Spending too much,very likely,living with partner,yes,no,no,no,no,no,no,no,,50,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,getting better,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly agree,Very happy,Excellent,1,Republican,,Slightly conservative,yes,yes,yes,12th,yes,yes,Graduate or Professional,3,"$90,000-109,999",Own/buying,,1980,4,2,4,2,Female,Woman,,no,no,2,Keep money separate,I have a much higher income,At least once a month,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,At least once in the past year,No,No,No,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,no,Not at all afraid,0,0,1,White,White,good/excellent,excellent,20,10,34,Middle Atlantic,Northeast
1237,742,no,no,no,4,40.470001,1,2.5599999,1,34.042999,2,4.6999998,2,Spending the right amount,Spending the right amount,Spending too little,Spending the right amount,Spending the right amount,Spending too little,not very likely,married and living with spouse,yes,no,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Strongly agree,Pretty happy,Good,0,Other,None,Moderate,yes,yes,no,12th,yes,no,,2,"$30,000-34,999",Paying rent,,1984,5,2,5,2,Female,Woman,,no,no,5,Pool the money,We have about the same income,At least once a month,Not at all in past year,Not at all in past year,At least once a month,At least once in the past year,At least once a week,No,No,No,No,1,2-3 times a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,3,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,0,0,1,White,White,good/excellent,good,12,3.25,30,South Atlantic,South
1238,743,no,yes,yes,1,8.191,1,6.553,1,17.158001,2,8.6540003,2,Spending too little,Spending too little,Spending too little,Spending too little,Spending too little,Spending too little,not very likely,not living with spouse/partner,no,no,no,yes,no,no,yes,no,,0,4,Not at all afraid,2,4,4,no,no,no,yes,no,yes,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Neither agree nor disagree,Pretty happy,Fair,10,Republican,,Conservative,yes,yes,yes,12th,yes,no,,2,"$40,000-49,999",Own/buying,,1984,4,2,4,2,Female,Woman,,no,no,15,Pool the money,I have no income,At least once in the past year,Not at all in past year,At least once a month,At least once in the past year,Not at all in past year,At least once a month,No,Yes,Yes,No,1,2-3 times a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,2,SR conforming,RA conforming,SR conforming,RA conforming,no,2.8,2,0,1,White,White,fair/poor,fair/poor,12,4.5,30,East North Central,Midwest
1240,818,no,no,yes,3,4.7059999,1,3.9159999,1,13.132,3,11.124,2,Spending too little,Spending the right amount,Spending too little,Spending too much,Spending too much,Spending the right amount,not very likely,living with partner,yes,no,no,no,no,no,no,no,,52,4,3,4,Very afraid,2,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,middle class,stayed the same,no,Not Hispanic,,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Excellent,5,Democrat,,Liberal,yes,no,no,12th,yes,yes,Graduate or Professional,1,"$50,000-59,999",Paying rent,,1980,5,3,5,1,Female,Woman,,yes,no,2,Keep money separate,Spouse/partner has much higher income,At least once a week,At least once in the past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once in the past year,,,,,1,About once a week,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,2,4,SR conforming,RA conforming,SR conforming,RA conforming,no,3.8,0,0,1,Vietnamese,Another race(s),good/excellent,excellent,20,5.5,34,Pacific,West
1241,1145,no,no,no,4,2.3269999,1,2.131,1,5.4749999,4,7.4400001,4,Spending too little,Spending too much,Spending too little,Spending too much,Spending too little,Spending the right amount,somewhat likely,living with partner,no,yes,no,no,no,no,no,no,,52,2,3,5,2,2,no,no,yes,no,no,no,no,,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,,lower class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,somewhat likely,Strongly agree,Pretty happy,Fair,5,Democrat,,Extremely liberal,yes,yes,yes,9th,yes,yes,Associate,2,"$7,000-7,999",Paying rent,,1983,3,4,4,3,Male,Man,,yes,no,4,Pool the money,Spouse/partner has higher income,At least once a month,At least once a month,At least once in the past year,Not at all in past year,Not at all in past year,At least once a month,No,N/A,Yes,No,1,Once or twice,"Heterosexual, straight",Only women,yes,male,male,"man, transgender, or a gender not listed",man,"woman, man, or transgender","woman, man, or a gender not listed",0,1,1,SR conforming,RA nonconforming,SR conforming,RA nonconforming,no,2.8,1,2,1,White,White,fair/poor,fair/poor,14,.75,31,New England,Northeast
1242,439,yes,yes,yes,5,8.6660004,2,14.363,1,14.512,5,7.7210002,4,Spending too little,Spending the right amount,Spending too little,Spending the right amount,Spending too little,Spending too little,not very likely,no partner,no,no,no,yes,no,no,no,no,,0,1,Not at all afraid,1,3,2,no,no,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,lower class,stayed the same,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,not very likely,Agree,Pretty happy,Good,2,Democrat,,Slightly conservative,yes,no,no,12th,yes,no,,1,"$15,000-17,499",Paying rent,,1972,5,2,5,1,Female,Woman,,no,no,30,,,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Not at all in past year,Yes,No,No,No,None,Not at all,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,3,4,SR conforming,RA conforming,SR conforming,RA conforming,no,1.4,1,0,1,White,White,good/excellent,good,12,1.625,42,Pacific,West
1244,500,no,yes,yes,1,3.6389999,1,3.6789999,1,6.3920002,2,3.99,2,Spending too little,Spending the right amount,Spending the right amount,Spending too little,Spending too much,Spending too little,not very likely,married and living with spouse,no,yes,no,no,no,no,no,no,,52,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,Not at all afraid,no,yes,yes,no,no,no,no,,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,,,,,working class,getting worse,no,Not Hispanic,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,...,very likely,Strongly agree,Pretty happy,Good,0,Republican,,Conservative,yes,yes,yes,12th,yes,no,,3,"$25,000-29,999",Own/buying,,1962,5,1,5,1,Female,Woman,,no,no,7,Pool the money,Spouse/partner has higher income,At least once in the past year,Not at all in past year,At least once in the past year,Not at all in past year,Not at all in past year,At least once a week,Yes,Yes,Yes,No,1,About once a month,"Heterosexual, straight",Only men,yes,female,female,woman,"woman, transgender, or a gender not listed","woman, man, or transgender","woman, man, or a gender not listed",0,4,4,SR conforming,RA conforming,SR conforming,RA conforming,yes,Not at all afraid,2,0,1,White,White,good/excellent,good,12,2.75,52,Middle Atlantic,Northeast
